thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,diagnostic_noise
55.9,138.0,-2.8,-1.9,C3,5.0,0.0,1,Z-TLS,-1.36326
54.9,112.0,5.1,0.7,,1.0,0.0,0,Z-BWA,1.27588
49.4,113.0,5.3,-2.8,C1,1.0,1.0,1,Z-PPO,-1.28891
52.1,102.0,1.3,2.7,C3,3.0,0.0,0,Z-TID,0.84279
58.7,,4.9,-2.4,C1,4.0,0.0,1,Z-SHH,-0.00585
44.9,108.0,-2.8,-5.5,C3,1.0,1.0,0,Z-DJP,0.72641
45.1,64.0,-3.9,-3.8,C1,5.0,0.0,0,Z-DTK,-0.45613
51.6,115.0,-0.4,-2.3,C1,1.0,0.0,1,Z-SMX,1.13458
53.5,64.0,5.1,0.2,C2,4.0,0.0,1,Z-TSW,0.10632
43.6,101.0,3.0,-3.2,C5,4.0,0.0,1,,-0.03043
,92.0,4.8,-0.6,C3,1.0,0.0,1,Z-FBB,
49.4,103.0,5.3,-1.5,C2,4.0,0.0,1,Z-MBV,-0.07084
32.4,,-0.8,-2.9,C2,4.0,1.0,0,Z-WPN,-1.19089
48.4,105.0,5.1,0.5,C2,1.0,0.0,0,Z-DXZ,
48.9,136.0,1.2,,C1,2.0,1.0,1,Z-WYG,0.42848
48.9,99.0,0.1,-2.7,C3,5.0,1.0,0,Z-DJH,0.0862
61.5,125.0,4.0,-0.9,C1,5.0,1.0,0,Z-QRF,-0.55801
40.4,120.0,-4.8,-4.7,C2,3.0,,1,Z-LNV,-0.15986
43.6,140.0,-0.5,-0.5,C1,1.0,0.0,1,Z-YFF,-0.99069
29.3,65.0,-0.8,3.4,C3,2.0,1.0,0,Z-HPC,0.3816
46.3,80.0,-1.1,0.1,C1,2.0,1.0,0,Z-BHF,-0.45819
47.0,83.0,5.5,-1.4,C1,3.0,,1,Z-MZV,0.39756
46.1,106.0,-2.1,-12.6,C2,4.0,0.0,0,Z-BWW,0.40242
59.0,110.0,5.7,-3.0,C3,3.0,1.0,0,Z-SYF,0.61667
57.0,65.0,2.2,-1.8,C5,5.0,0.0,1,Z-MUZ,0.29405
50.8,132.0,4.5,-4.5,C1,1.0,0.0,1,Z-LVV,0.43174
47.2,117.0,4.5,-0.3,C1,2.0,1.0,0,Z-FGU,-0.93877
58.4,321.0,,2.9,,2.0,0.0,0,Z-DIO,1.03722
50.0,136.0,2.9,-1.4,C1,4.0,0.0,1,Z-ANZ,0.21852
43.6,,5.3,4.2,C1,4.0,1.0,1,Z-ORO,0.25824
36.4,84.0,1.8,-2.6,,5.0,1.0,1,Z-YID,0.1709
46.6,122.0,3.5,-1.8,C1,2.0,1.0,0,Z-HWM,1.72794
56.2,78.0,-0.9,4.8,C2,5.0,0.0,1,Z-KVZ,-0.56543
68.4,122.0,2.7,,C2,3.0,0.0,0,Z-FTZ,1.61895
50.7,100.0,,3.2,C1,2.0,1.0,0,Z-VBG,2.75983
44.0,115.0,0.8,2.7,C1,4.0,1.0,1,Z-TLS,0.10151
40.7,70.0,1.4,3.3,C1,2.0,1.0,0,Z-HAF,-0.5045
54.6,89.0,3.9,0.3,C4,4.0,0.0,1,Z-ZKJ,-1.67439
36.0,65.0,-0.8,2.1,C2,3.0,,0,Z-QZI,0.45974
54.6,120.0,3.6,-0.3,C4,3.0,0.0,0,Z-NLN,0.08967
,110.0,4.3,6.4,C5,3.0,0.0,1,Z-BFL,-1.0977
53.7,67.0,-0.2,-7.0,C2,5.0,1.0,1,Z-FQF,-0.70666
48.4,64.0,-1.3,-4.0,C5,3.0,0.0,1,Z-QGW,-1.99789
54.7,112.0,-0.3,-0.9,C1,1.0,0.0,1,Z-VEB,0.67423
51.5,107.0,1.3,,C1,5.0,1.0,1,Z-SVV,-1.50945
43.9,91.0,-1.1,-6.2,C3,2.0,0.0,0,Z-OMW,-0.23697
65.0,113.0,4.8,-4.3,C1,3.0,1.0,0,Z-QXD,0.38607
47.3,117.0,,0.7,C2,4.0,0.0,1,Z-QRR,0.88973
56.4,121.0,-2.7,-4.9,C4,1.0,0.0,1,Z-MPU,0.05167
30.8,77.0,-0.6,-3.8,C5,2.0,,1,Z-WOO,-0.42315
60.4,128.0,-0.6,4.9,C2,5.0,0.0,0,Z-TEQ,0.3852
61.9,163.0,1.3,-1.7,C3,1.0,1.0,0,Z-OFQ,
50.4,73.0,-2.5,-6.0,C3,3.0,1.0,0,Z-FGZ,-0.80264
54.6,97.0,-1.7,-10.7,C2,2.0,0.0,0,Z-SJF,-1.57577
54.6,99.0,-1.3,-7.3,C2,2.0,0.0,1,Z-RER,0.00621
45.0,126.0,-3.6,-1.0,C3,4.0,0.0,1,Z-WOM,-0.90773
54.5,,4.3,-0.9,C1,5.0,0.0,1,Z-HAK,0.43329
43.7,68.0,3.4,4.0,C3,3.0,0.0,0,,
45.3,89.0,4.6,-3.1,C1,2.0,0.0,1,Z-BAM,-0.49611
59.2,118.0,0.2,-5.1,C3,1.0,1.0,0,Z-HHL,0.36401
58.0,146.0,,-0.4,C2,3.0,1.0,0,,0.2104
44.5,81.0,2.5,2.6,C1,4.0,1.0,1,Z-JML,-0.14633
44.3,72.0,0.0,-2.5,C4,4.0,0.0,0,Z-TPA,1.45038
,67.0,5.4,-1.6,C2,2.0,0.0,0,Z-DHG,-0.01004
56.0,101.0,3.5,4.5,C3,2.0,0.0,0,Z-EDY,0.96245
42.2,156.0,0.9,1.2,C1,3.0,1.0,1,Z-JGU,-0.30202
53.0,116.0,3.6,3.0,C1,4.0,0.0,1,Z-UAM,1.72259
56.1,127.0,0.1,-0.3,C4,3.0,0.0,1,Z-RBS,-0.04857
49.5,99.0,-5.8,-10.3,C2,3.0,1.0,0,Z-JEC,-0.55984
58.2,118.0,,-0.2,C1,4.0,0.0,1,Z-JYW,-0.19088
47.7,117.0,0.5,-1.6,C2,1.0,0.0,0,Z-MCX,0.11681
48.4,113.0,5.5,4.3,C2,3.0,1.0,0,Z-CJJ,0.62789
42.3,97.0,6.2,5.5,C5,1.0,1.0,1,Z-BCV,-0.61491
58.3,115.0,-0.7,-6.2,C1,2.0,0.0,1,Z-ERQ,1.62161
44.0,81.0,2.2,8.4,C2,1.0,1.0,0,Z-EGH,0.09408
53.0,117.0,5.8,3.3,C1,3.0,0.0,1,Z-DTR,0.94739
49.6,102.0,6.6,4.3,C1,5.0,0.0,1,Z-RGL,-0.82431
41.7,144.0,1.4,-2.1,C3,1.0,1.0,0,Z-YPP,0.37314
45.3,121.0,5.5,8.1,C1,3.0,0.0,0,Z-XCI,-0.42949
61.2,101.0,6.7,9.3,C1,5.0,0.0,0,Z-NAR,1.0131
51.8,72.0,1.3,0.2,C2,,1.0,1,Z-GDI,-0.40373
42.1,76.0,6.6,-2.0,C2,3.0,0.0,0,Z-OJD,-0.50565
52.6,75.0,0.1,-2.2,C4,4.0,0.0,1,Z-RAR,0.06815
49.0,260.0,-0.8,-2.6,,1.0,0.0,0,Z-WBK,0.02837
,121.0,-0.5,-4.0,C1,4.0,1.0,0,Z-WMV,-0.04175
,95.0,-0.4,-6.1,C1,4.0,1.0,1,Z-BUO,
47.1,87.0,5.6,-3.3,C2,3.0,1.0,0,Z-VBE,0.80486
61.5,124.0,6.8,10.6,C1,1.0,,0,Z-QVG,1.07227
35.4,70.0,0.9,2.3,C1,2.0,0.0,1,Z-YQE,1.68259
50.9,77.0,4.4,2.4,C5,,1.0,1,Z-PVR,0.26326
66.1,160.0,2.7,-2.0,C3,1.0,0.0,0,Z-CXE,-0.53333
49.2,110.0,6.3,5.4,C1,5.0,1.0,1,Z-TGV,1.8386
36.3,62.0,-2.1,-2.5,C1,2.0,0.0,0,Z-RFV,0.03818
47.0,71.0,,-4.8,C3,2.0,0.0,0,Z-CHT,0.99057
61.8,80.0,2.3,2.0,C2,4.0,0.0,1,Z-HFD,0.18439
53.2,64.0,2.4,2.6,C1,2.0,0.0,1,Z-DBZ,0.2236
43.4,117.0,-2.6,-1.0,C2,3.0,1.0,1,Z-BTL,-1.14433
44.7,117.0,-3.5,-8.5,C4,1.0,1.0,0,Z-QPD,-2.26801
45.7,77.0,-0.5,-0.2,C1,5.0,0.0,1,Z-MOD,-0.20475
53.1,142.0,3.5,6.5,C3,5.0,1.0,0,Z-KXU,-0.0413
60.9,135.0,-0.8,-1.1,C4,2.0,1.0,0,,-0.48158
58.6,120.0,-2.5,5.6,C2,2.0,1.0,0,Z-XSR,0.04871
53.8,130.0,5.5,2.4,C5,4.0,0.0,0,Z-IYC,0.04268
39.5,99.0,,-6.1,C1,4.0,1.0,1,Z-XOT,-0.22652
39.5,87.0,1.5,-3.9,C3,2.0,1.0,0,Z-GAF,0.38841
54.4,101.0,,,C2,3.0,0.0,1,Z-RBG,-0.15291
39.4,79.0,-2.9,-1.7,C2,2.0,0.0,0,Z-ZOV,-1.0248
48.4,54.0,-2.2,-0.0,C3,2.0,0.0,0,Z-FQR,0.26097
52.6,83.0,4.0,2.4,,3.0,1.0,0,Z-RFR,0.12281
41.1,134.0,-3.9,-3.8,C2,2.0,0.0,1,Z-WCY,-0.73655
42.0,64.0,,,C2,3.0,1.0,0,Z-ETQ,-1.63023
49.4,49.0,4.5,-1.2,C2,2.0,1.0,0,Z-SVY,0.1014
54.2,,5.0,2.4,C5,1.0,1.0,1,Z-ADJ,0.38403
58.7,121.0,2.7,-1.1,,,0.0,0,Z-ZYH,1.21496
55.0,117.0,5.5,-1.7,C2,2.0,0.0,1,Z-CNI,-0.4709
130.0,97.0,-4.4,-14.0,C2,3.0,1.0,0,Z-OXD,0.76202
44.2,115.0,2.6,6.2,C4,2.0,0.0,0,Z-CMB,1.00824
41.6,127.0,-0.9,-5.7,C3,3.0,,0,,-0.54675
46.1,79.0,3.3,0.2,C3,4.0,0.0,0,Z-XKK,1.21659
53.4,123.0,-0.5,-0.2,C3,5.0,0.0,1,Z-MSL,1.86368
52.9,135.0,0.3,-6.4,,5.0,1.0,1,Z-SMV,-0.36079
33.4,56.0,-1.3,,C1,2.0,1.0,0,Z-UJH,0.91928
43.9,130.0,2.7,0.6,,,0.0,1,Z-ELH,-0.4619
59.8,147.0,-0.8,-4.2,,5.0,1.0,0,Z-FIK,0.46791
,68.0,5.4,-2.3,C3,2.0,1.0,0,Z-LHF,-3.46249
38.8,124.0,2.5,3.1,C3,2.0,1.0,0,Z-LWZ,-0.6015
69.0,100.0,2.5,-1.4,C4,2.0,0.0,0,Z-LMA,1.6471
49.9,81.0,2.8,1.4,C1,5.0,1.0,1,Z-OAT,
53.2,124.0,-4.1,-5.0,C3,3.0,1.0,1,,0.98858
53.4,134.0,4.9,6.8,C5,2.0,0.0,0,Z-PPM,3.50346
47.2,98.0,3.8,3.2,C1,4.0,1.0,1,Z-ZDD,-0.15062
44.3,74.0,,-3.6,C1,5.0,0.0,1,Z-VDV,-0.84019
67.1,122.0,3.2,6.1,,3.0,1.0,0,Z-AOE,
58.2,104.0,0.3,-3.3,C1,2.0,1.0,1,Z-ILO,-0.95776
56.7,134.0,,,C3,2.0,1.0,1,Z-AMB,-1.37536
54.8,97.0,-3.6,-8.9,C2,4.0,0.0,1,Z-ZYL,1.73592
42.1,69.0,3.6,-8.4,C2,4.0,1.0,0,Z-PPP,
60.4,78.0,-0.5,-4.6,C5,3.0,0.0,1,Z-XAQ,-1.22161
43.4,73.0,,3.1,C2,4.0,0.0,0,Z-BND,0.15954
52.4,101.0,-0.1,-7.5,C2,2.0,0.0,0,Z-XNF,0.45446
37.0,48.0,1.6,7.0,C1,3.0,0.0,1,Z-KPR,0.11387
33.8,26.0,4.1,-7.5,C1,2.0,1.0,0,Z-LCK,
52.7,131.0,4.2,-1.2,C2,5.0,0.0,1,Z-QHP,0.04212
43.7,63.0,-2.2,,C3,3.0,0.0,0,Z-QNL,0.18557
,38.0,3.2,5.1,C1,2.0,1.0,1,Z-NZY,0.73003
54.5,150.0,1.6,2.6,C1,2.0,0.0,0,Z-EPY,-0.79211
67.1,152.0,5.6,2.2,C2,5.0,0.0,0,Z-EGI,0.32522
61.3,147.0,0.7,-7.0,C3,5.0,1.0,0,Z-GVZ,-0.2142
48.1,111.0,3.8,-3.4,C1,,0.0,1,Z-HGN,1.16353
50.2,136.0,1.0,0.4,C4,3.0,0.0,1,Z-CEK,0.79818
57.3,136.0,3.5,-1.4,C5,4.0,0.0,1,Z-OHY,-2.04395
59.1,106.0,-2.1,-5.8,C1,4.0,1.0,1,Z-MXZ,
47.4,67.0,0.2,-1.7,C2,1.0,1.0,0,Z-DAP,0.3764
50.4,66.0,5.9,1.8,C3,1.0,0.0,0,Z-PUX,0.09562
52.6,101.0,-0.6,-9.6,C1,2.0,1.0,1,Z-YZS,
54.6,78.0,3.4,-4.3,C4,2.0,,1,Z-SUH,1.78144
,77.0,5.0,-2.7,C5,3.0,0.0,1,Z-GWD,-0.57812
49.2,95.0,4.4,-0.9,C3,2.0,1.0,0,Z-FFU,0.37546
61.2,157.0,3.0,1.4,C1,3.0,1.0,0,Z-VZX,-0.69737
,76.0,4.0,2.1,C1,4.0,1.0,1,Z-JCJ,0.78974
54.0,108.0,2.6,5.7,C2,5.0,1.0,1,Z-FLL,-0.57078
,90.0,-2.4,-9.7,C1,3.0,1.0,1,Z-OMW,-0.20159
47.1,80.0,6.6,5.4,C3,2.0,0.0,0,Z-MVR,1.0214
63.1,147.0,3.8,-1.6,C2,2.0,0.0,0,Z-YWE,-0.03957
54.5,,-2.7,4.4,C3,,,1,,-0.1939
76.3,137.0,-2.1,-3.9,C3,1.0,1.0,0,Z-FFB,1.39997
40.6,88.0,-3.5,-7.1,C1,5.0,1.0,0,Z-RFI,-1.56947
44.6,110.0,2.8,2.0,C3,3.0,0.0,0,Z-MFH,0.95974
53.5,91.0,-0.7,-1.4,C4,3.0,0.0,1,Z-DOZ,1.68476
53.3,140.0,4.3,0.6,C2,3.0,1.0,0,Z-QMS,-0.07245
65.8,115.0,3.3,3.8,,1.0,0.0,0,Z-GBL,1.17048
44.8,104.0,4.9,9.1,C1,4.0,0.0,0,Z-MNB,-0.90746
,107.0,-3.7,-0.9,C3,3.0,0.0,1,Z-JUU,0.08013
59.5,,3.6,0.9,C5,3.0,0.0,1,Z-QKJ,0.36327
55.8,165.0,4.2,9.6,C3,4.0,1.0,0,Z-NJM,-1.1842
42.5,80.0,-1.7,-1.0,C1,2.0,0.0,1,Z-ZCH,-2.0467
61.4,119.0,-3.8,,C1,3.0,1.0,1,Z-ZVN,1.25596
60.0,105.0,1.0,,C5,4.0,1.0,1,Z-SBH,-2.21758
55.0,93.0,3.4,0.4,C3,5.0,0.0,0,Z-JQO,0.60603
51.8,84.0,1.5,-2.6,C1,4.0,1.0,1,Z-LIX,-0.13894
52.0,,-0.6,-0.8,C3,1.0,0.0,0,Z-JOJ,-0.0814
49.5,78.0,-1.2,-10.6,C1,3.0,0.0,0,Z-JFC,1.34033
55.3,89.0,2.1,7.0,C5,3.0,0.0,1,Z-NHK,
50.4,,-3.2,-1.8,C2,1.0,0.0,0,Z-HKJ,0.18532
43.4,126.0,3.5,-6.4,C1,4.0,1.0,0,Z-FUB,0.88257
41.8,131.0,-1.9,-0.7,C1,2.0,1.0,1,Z-TBF,0.34108
44.1,108.0,5.3,5.0,C1,3.0,0.0,1,Z-VFT,
51.9,80.0,-0.3,4.4,C3,2.0,0.0,0,Z-VOF,0.45574
49.9,66.0,-1.4,4.4,C3,2.0,1.0,0,Z-ADW,2.06244
51.9,61.0,4.1,10.0,C3,2.0,1.0,1,Z-EHL,-0.90833
54.2,124.0,2.8,-0.3,C1,2.0,0.0,1,Z-TIY,0.20558
,126.0,3.8,4.0,C3,5.0,,0,Z-HMF,
61.9,125.0,3.3,-0.7,C4,4.0,,0,Z-XRA,-1.74251
48.0,159.0,,5.9,C3,1.0,0.0,0,Z-MJS,0.99217
46.7,107.0,3.9,-7.4,C3,2.0,0.0,0,Z-ISR,-0.0558
54.0,86.0,1.5,,C1,5.0,0.0,1,Z-NHB,0.1391
35.5,103.0,4.5,0.5,C4,3.0,0.0,1,Z-TCA,0.16511
43.8,115.0,-0.9,-2.6,C1,3.0,0.0,1,Z-VAV,0.65391
58.0,87.0,-0.2,-1.1,C4,3.0,0.0,1,Z-SXR,0.95503
36.3,99.0,3.4,6.7,C2,2.0,0.0,1,Z-PMA,0.4464
59.1,111.0,4.0,-0.9,C1,2.0,0.0,0,Z-UFY,0.19542
62.3,114.0,7.4,-0.6,C1,2.0,0.0,0,Z-EZT,-2.35059
47.2,106.0,4.0,0.2,C5,4.0,1.0,1,Z-RWN,-1.18373
52.5,114.0,2.4,-2.1,C2,2.0,1.0,1,Z-DDD,-0.26392
59.1,139.0,5.2,5.3,C2,3.0,1.0,0,Z-OOD,
46.4,,1.9,6.5,C5,5.0,0.0,1,Z-QYT,-1.31427
57.1,127.0,-1.1,3.5,C2,3.0,0.0,0,Z-HZP,0.14806
44.8,60.0,-0.3,2.8,C4,2.0,0.0,0,Z-QYV,0.22109
46.3,89.0,5.1,0.5,C4,,0.0,1,Z-LCW,1.42312
,87.0,0.1,-2.2,C3,2.0,1.0,0,Z-TWT,-0.55919
52.9,131.0,4.0,3.7,C1,4.0,0.0,0,Z-DPP,0.62772
59.4,116.0,4.9,-0.6,C5,4.0,0.0,1,Z-UXP,-0.83655
48.7,91.0,6.0,0.7,C3,2.0,0.0,1,Z-QMP,-0.06089
40.0,122.0,5.9,5.1,C2,3.0,0.0,0,Z-JVA,-1.81309
41.5,74.0,4.9,-3.1,C3,3.0,,0,Z-NEM,-1.79871
53.3,93.0,2.7,5.4,C1,5.0,0.0,1,Z-LOP,1.00521
64.9,75.0,-0.1,-3.4,C1,2.0,1.0,1,Z-BTF,-2.27641
53.3,100.0,4.0,4.2,C3,3.0,1.0,0,Z-MJQ,0.06889
47.1,,6.9,5.3,,5.0,0.0,0,Z-CML,-0.55403
56.3,104.0,4.8,,C2,2.0,0.0,0,Z-AOE,
48.2,104.0,5.1,-6.2,C3,4.0,0.0,0,Z-IWR,-0.21062
47.1,66.0,3.7,7.0,C5,4.0,0.0,1,Z-NBC,0.23209
42.5,65.0,6.4,9.2,C1,1.0,0.0,1,Z-FVA,0.37251
61.4,76.0,5.2,4.2,C1,5.0,1.0,1,Z-CYH,-0.54005
29.8,52.0,6.4,6.2,C1,4.0,0.0,1,Z-FGD,-0.10616
56.5,86.0,4.6,5.0,C5,3.0,0.0,1,Z-TFG,-0.82021
46.4,152.0,0.4,-5.1,C1,3.0,0.0,1,Z-UIV,-0.53272
46.9,135.0,-2.8,-3.8,C2,2.0,0.0,1,Z-IUE,-1.42853
63.7,159.0,6.4,7.8,C4,2.0,0.0,0,Z-IGG,
,56.0,-2.2,-11.1,C3,,0.0,0,Z-BRT,-1.27764
44.7,86.0,-1.2,-0.6,C1,3.0,1.0,0,Z-BTJ,-0.39177
49.1,66.0,-1.7,-2.7,C5,2.0,0.0,1,Z-FOB,
53.5,156.0,5.5,5.9,C1,5.0,1.0,0,Z-XVD,0.78774
46.6,117.0,2.4,-4.9,C2,3.0,0.0,0,Z-AFT,-0.72587
37.6,51.0,4.4,-0.9,C1,2.0,0.0,0,Z-YUD,-1.54578
43.2,99.0,,-3.8,C3,2.0,1.0,0,Z-BVM,-1.49295
60.4,78.0,2.4,-5.5,C1,5.0,0.0,1,Z-VAO,-1.06458
50.8,98.0,2.4,4.0,C4,2.0,1.0,1,Z-HTO,2.05503
53.8,102.0,-2.0,-5.8,C2,2.0,1.0,1,,-0.27269
48.1,117.0,1.9,,C1,3.0,0.0,1,Z-OBC,-1.66814
44.9,118.0,-2.2,1.1,C4,3.0,0.0,1,Z-ZAK,0.53413
63.6,124.0,7.7,3.7,C3,3.0,0.0,0,Z-QIW,-0.55374
48.7,92.0,0.5,2.9,C2,5.0,0.0,1,Z-XZP,1.90924
46.6,7.0,3.5,-3.0,C2,2.0,,0,Z-QMY,1.01144
58.9,157.0,4.7,,C2,,1.0,0,Z-QXD,0.95312
44.4,73.0,-2.3,-7.5,C2,5.0,1.0,0,Z-RZA,0.60711
45.4,95.0,6.4,,C4,2.0,1.0,0,Z-SJO,0.26068
50.2,161.0,6.1,2.8,C1,5.0,0.0,0,Z-DAD,-0.59227
50.2,68.0,0.5,1.9,C2,4.0,0.0,1,Z-SJC,0.14367
52.2,104.0,3.2,1.8,C3,4.0,0.0,0,Z-CHT,
66.9,142.0,4.3,-6.1,C5,1.0,1.0,0,Z-OCF,1.34668
,134.0,3.0,-0.1,C1,1.0,0.0,1,Z-WJI,0.21356
31.1,68.0,-0.8,-8.8,C1,2.0,0.0,0,Z-WOJ,0.38778
132.1,136.0,0.3,0.1,C4,3.0,1.0,1,Z-VFN,0.14695
50.5,90.0,4.4,4.6,C5,4.0,1.0,1,Z-WQG,-1.17093
50.5,116.0,3.7,4.4,C3,2.0,0.0,0,Z-KVA,-0.11255
52.1,115.0,1.3,-1.0,C2,1.0,1.0,0,Z-TSI,0.25796
49.9,98.0,-1.7,,C1,1.0,0.0,0,Z-LNY,0.49669
49.7,108.0,-1.4,-1.9,C5,3.0,1.0,1,Z-SDM,0.18444
55.1,85.0,-3.6,-3.0,C3,1.0,0.0,1,Z-VNV,1.7568
45.8,85.0,-0.7,-3.0,C3,4.0,0.0,0,Z-MOR,0.78513
-36.7,,0.1,-1.2,C4,2.0,1.0,0,Z-BPT,-0.69506
74.4,129.0,3.2,-6.8,C4,3.0,,0,Z-ISD,-1.01285
44.4,324.0,2.8,1.1,C1,4.0,1.0,1,Z-BNL,-0.55319
51.0,113.0,4.1,,C1,3.0,0.0,1,Z-ZVQ,-0.22928
38.2,89.0,1.0,-5.9,C1,5.0,0.0,0,Z-PKI,0.73348
51.1,59.0,3.2,3.5,C4,4.0,0.0,1,Z-PAI,2.21866
42.7,96.0,-0.8,-4.4,C2,2.0,1.0,0,Z-KUN,
46.6,93.0,0.8,0.1,C3,1.0,0.0,0,Z-YMG,-1.46995
58.5,129.0,7.2,6.7,C1,5.0,1.0,0,Z-DDE,-0.49312
53.9,144.0,4.9,4.1,C2,4.0,0.0,0,Z-FHD,0.33923
54.7,97.0,3.4,-4.3,C1,5.0,,1,Z-LTD,0.89007
36.0,68.0,5.4,1.5,C5,1.0,0.0,1,Z-EOM,
64.9,150.0,5.5,12.2,C2,5.0,0.0,0,Z-HGF,1.53079
40.6,68.0,3.8,7.7,,5.0,0.0,1,Z-TOA,0.61388
62.4,123.0,2.8,4.3,C1,2.0,1.0,0,Z-ARW,1.6228
,60.0,0.2,-0.3,C1,1.0,0.0,1,Z-RKE,0.96436
54.8,100.0,-0.7,-6.4,C1,2.0,0.0,1,Z-ZQR,1.18846
43.3,124.0,2.3,-0.3,C1,3.0,0.0,1,Z-KYI,1.08696
51.4,111.0,4.7,0.8,C3,2.0,1.0,0,Z-VDU,-0.49856
46.4,118.0,-2.3,-4.0,C1,1.0,1.0,0,,-2.44121
-79.3,127.0,-3.0,-10.4,C2,5.0,0.0,1,Z-TKL,1.48823
48.2,133.0,-0.9,1.7,C1,2.0,0.0,1,Z-YIL,-1.08054
33.8,64.0,-1.7,-14.5,C5,5.0,0.0,0,Z-TKF,-0.67597
59.1,141.0,-1.5,0.7,C1,2.0,0.0,0,Z-RYM,0.99186
49.5,160.0,5.7,7.1,C3,4.0,1.0,0,Z-DVQ,1.92538
46.3,93.0,-0.1,8.2,C4,2.0,0.0,0,Z-OIW,1.35463
45.7,57.0,-1.6,-4.1,C5,1.0,1.0,1,Z-SHH,-0.18035
53.0,,-1.8,,C3,4.0,1.0,1,Z-HUO,0.93556
43.0,101.0,2.8,1.4,C3,2.0,,0,Z-GBO,-0.73377
32.1,25.0,-1.1,-0.2,C2,2.0,1.0,0,Z-ETQ,-0.31031
53.4,85.0,,-1.5,C3,3.0,1.0,0,Z-MUT,1.55129
54.3,99.0,6.3,-1.1,C4,3.0,0.0,1,Z-JDJ,-1.13411
48.6,101.0,5.9,5.9,C2,3.0,1.0,0,,-1.76586
41.0,133.0,0.6,-1.1,C3,1.0,1.0,0,Z-HJD,-0.6764
50.9,,4.5,-2.0,C5,5.0,0.0,1,Z-EIU,0.73335
38.4,51.0,-0.4,-8.9,C1,1.0,1.0,0,Z-SGF,-0.82784
41.9,191.0,4.2,12.5,C2,4.0,0.0,0,Z-QPL,-0.28099
44.2,90.0,0.2,,C1,4.0,1.0,1,Z-ZYB,0.5548
56.9,66.0,6.3,6.3,,2.0,1.0,1,,-1.84215
47.3,68.0,4.4,1.7,C3,3.0,0.0,0,Z-WLO,2.44855
46.6,67.0,4.7,5.4,C2,,0.0,1,Z-AND,-0.93792
65.8,90.0,4.7,-2.0,C1,4.0,1.0,1,Z-HWC,1.72272
53.0,119.0,,-3.8,C4,4.0,0.0,1,Z-IMI,-1.32962
52.9,33.0,4.5,3.4,C1,3.0,0.0,1,Z-HPL,-0.0271
47.2,122.0,2.7,-3.6,C2,4.0,0.0,1,Z-SQL,0.56749
45.4,,-0.5,-2.5,C1,2.0,0.0,1,Z-PTG,1.11497
32.7,59.0,2.8,,C5,4.0,0.0,1,Z-REZ,
57.9,138.0,2.3,-2.9,C2,3.0,0.0,0,Z-WGA,0.32544
53.7,77.0,4.5,0.0,C4,5.0,0.0,1,,-1.92957
48.7,75.0,5.9,-3.6,C2,5.0,0.0,0,Z-HJR,0.1994
49.1,113.0,4.9,7.2,C1,1.0,1.0,0,Z-ITY,-0.31075
56.1,105.0,5.3,9.7,C1,4.0,0.0,0,Z-HVA,-0.70404
37.7,63.0,2.5,-3.4,C2,,1.0,0,Z-IKM,1.09533
45.4,89.0,3.6,6.2,C4,4.0,1.0,0,Z-MSO,-1.36936
41.1,121.0,-0.7,-2.3,C3,2.0,1.0,0,Z-POZ,2.05536
64.3,159.0,4.2,2.0,C1,4.0,0.0,0,Z-UYK,0.37047
57.2,,1.4,-5.9,C2,1.0,1.0,0,Z-TMJ,-0.28365
32.5,61.0,6.2,1.5,C2,5.0,1.0,1,Z-LUW,0.57982
,94.0,-0.7,0.1,C3,3.0,0.0,0,Z-JDJ,1.11623
49.1,75.0,-2.9,-8.3,C3,1.0,1.0,0,Z-ARK,-0.35667
46.4,126.0,0.7,-4.2,C2,4.0,0.0,1,Z-VYW,0.67589
39.6,108.0,-4.3,-7.6,C4,2.0,0.0,0,Z-RRD,0.44049
65.7,179.0,7.0,-9.9,C3,2.0,,0,Z-FLD,-0.54954
52.7,83.0,,-0.3,C1,4.0,0.0,1,Z-XHK,0.39588
54.0,82.0,0.1,,C2,,1.0,1,Z-RKR,-0.576
44.6,106.0,3.7,3.2,C4,2.0,1.0,1,Z-RDM,0.4941
55.9,103.0,3.1,5.1,C1,3.0,1.0,0,Z-RZH,-0.41551
47.1,122.0,2.5,-1.3,C1,2.0,0.0,1,Z-APC,0.80115
47.9,,1.7,7.6,C3,1.0,1.0,0,Z-LYX,
55.0,155.0,7.5,1.4,C2,2.0,,0,Z-HPF,1.33093
37.1,,4.6,1.5,C1,3.0,0.0,1,Z-CPK,0.54076
,146.0,5.6,1.9,C4,3.0,0.0,0,Z-NWE,-0.94863
51.6,89.0,3.7,2.5,,3.0,0.0,1,Z-LBO,-0.43859
60.4,124.0,-0.7,-3.2,C3,5.0,1.0,1,Z-MGF,-1.31837
41.6,84.0,6.4,3.5,C1,2.0,0.0,1,Z-FCI,1.32148
42.8,,2.8,-2.0,C3,5.0,0.0,0,Z-CGU,-1.18799
40.9,134.0,4.9,0.8,C3,3.0,0.0,0,Z-ARZ,1.21648
52.2,68.0,0.3,-10.8,C1,4.0,0.0,0,Z-HYH,0.75895
50.7,101.0,-1.7,0.3,C4,3.0,0.0,1,Z-UDQ,-0.4819
